Altium Designer Pick and Place Locations
C:\Repo\superlongboard-ext\Project Outputs for Longboard_32bit_ext\Longboard_32bit_ext_GERBERS_B8\Pick Place\Longboard_32bit_ext_CAM_B8_FULL_PLACE.txt

========================================================================================================================
File Design Information:

Date:       08-04-24
Time:       09:55
Revision:   cb85c39abfa762ddce52b153b08f97281b9a1709
Variant:    FULL_PLACE
Units used: mil

Designator Comment                     Layer       Footprint                          Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                          
C105       100nF                       TopLayer    0603_C                             7485.236      2032.480      90       "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C104       100nF                       TopLayer    0603_C                             6427.165      2293.307      90       "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C103       10uF                        TopLayer    0603_C                             6186.024      2524.606      270      "Chip capacitors"                                                                                                                    
C99        4.7uF                       TopLayer    0603_C                             6112.205      2524.606      270      "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C94        1uF                         TopLayer    0603_C                             6998.270      1973.425      270      "Chip capacitors"                                                                                                                    
C93        100nF                       TopLayer    0603_C                             7632.874      2032.480      90       "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C92        4.7uF                       TopLayer    0603_C                             7854.331      2032.480      90       "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C91        "10uF 100V"                 TopLayer    1210_C                             6382.874      3021.654      0        "Chip capacitors"                                                                                                                    
C90        10uF                        TopLayer    1206_C                             7731.299      2721.457      0        "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C89        10uF                        TopLayer    1206_C                             7731.299      2618.110      0        "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C88        10uF                        TopLayer    1206_C                             7908.465      2465.551      90       "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C87        10uF                        TopLayer    1206_C                             7805.118      2465.551      90       "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C85        8.2nF                       TopLayer    0603_C                             5344.488      1958.661      0        "50V 8.2nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C84        5.6pF                       TopLayer    0603_C                             5551.181      2327.756      90       "Chip capacitors"                                                                                                                    
C83        1.5nF                       TopLayer    0603_C                             5595.472      1993.110      270      "Chip capacitors"                                                                                                                    
C81        "100nF 100V"                TopLayer    0805_C                             5246.063      2376.968      0        "Chip capacitors"                                                                                                                    
C80        10uF                        TopLayer    1206_C                             5093.504      3193.898      270      "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C79        10uF                        TopLayer    1206_C                             4867.126      3193.898      270      "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C78        10uF                        TopLayer    1206_C                             4985.236      3193.898      270      "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C77        10uF                        TopLayer    1206_C                             5821.850      3287.401      180      "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C76        "100nF 100V"                TopLayer    0805_C                             5206.102      2027.559      0        "Chip capacitors"                                                                                                                    
C75        "2.2uF 100V"                TopLayer    1206_C                             5418.307      2337.598      180      "Chip capacitors"                                                                                                                    
C74        "10uF 100V"                 TopLayer    1210_C                             5821.850      3164.370      180      "Chip capacitors"                                                                                                                    
C69        "100nF 100V"                TopLayer    0805_C                             4960.630      2455.709      0        "Chip capacitors"                                                                                                                    
R173       "510KO ±1%"                 TopLayer    0603_R                             7071.403      1973.425      270      "Chip resistor"                                                                                                                      
R163       "100KO ±1%"                 TopLayer    0603_R                             6266.941      1973.425      270      "Chip resistor"                                                                                                                      
R162       "3.3KO ±1%"                 TopLayer    0603_R                             6230.315      2406.496      180      "Chip resistor"                                                                                                                      
C72        100nF                       TopLayer    0402_C                             3798.425      1988.189      270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
R111       "1KO ±1%"                   TopLayer    0603_R                             7928.150      2032.480      270      "Chip resistor"                                                                                                                      
R38        "10KO ±1%"                  TopLayer    0603_R                             7706.693      2033.268      90       "Chip resistor"                                                                                                                      
R42        "0O ±1%"                    TopLayer    0603_R                             6340.074      1973.425      90       "Chip resistor"                                                                                                                      
R133       "15KO ±1%"                  TopLayer    0603_R                             6559.473      1973.425      90       "Chip resistor"                                                                                                                      
R130       "10KO ±1%"                  TopLayer    0603_R                             6632.606      1973.425      270      "Chip resistor"                                                                                                                      
R128       "4.7O ±1%"                  TopLayer    0603_R                             7411.417      1889.764      270      "Chip resistor"                                                                                                                      
Q3         2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   7332.677      2135.827      0        "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
P23        "Header 2"                  TopLayer    HDR1X2                             5816.142      1978.347      180      "Straight Square Pins 2 2.54mm Black Brass 1x2P Plugin,P=2.54mm Pin Headers ROHS"                                                    
C113       100nF                       TopLayer    0603_C                             5000.000      2347.441      270      "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C112       22nF                        TopLayer    0402_C                             7519.685      3602.362      0        "Chip capacitors"                                                                                                                    
C109       10nF                        TopLayer    0402_C                             7519.685      3439.961      0        "Chip capacitors"                                                                                                                    
R202       "10KO ±1%"                  TopLayer    0603_R                             5974.409      1972.638      90       "Chip resistor"                                                                                                                      
P5         "Header 2"                  TopLayer    HDR1X2                             334.646       3655.709      270      "Straight Square Pins 2 2.54mm Black Brass 1x2P Plugin,P=2.54mm Pin Headers ROHS"                                                    
D55        "BAT54S Schottky"           TopLayer    SOT-23(SOT-23-3)                   3543.307      2667.323      180      "30V Dual 200mA 800mV@100mA SOT-23 Schottky Barrier Diodes (SBD) ROHS"                                                               
C86        220pF                       TopLayer    0603_C                             5344.488      2027.559      0        "Chip capacitors"                                                                                                                    
R181       "10KO ±1%"                  TopLayer    0603_R                             6368.110      2406.496      180      "Chip resistor"                                                                                                                      
L7         "220R @ 100Mhz 2A"          TopLayer    0805_R                             6289.370      2642.716      180      "150mO ±25% 220O@100MHz 0805 Ferrite Beads ROHS"                                                                                     
U50        NE555DR                     TopLayer    SOIC-8_150mil                      5861.221      2214.567      0        "100kHz SOIC-8 Timers / Clock Oscillators ROHS"                                                                                      
Q1         "WSF50P10 P MOSFET"         TopLayer    TO-252-2-180                       7519.685      2957.678      180      "100V 34A 32mO@10V,18A 96W P Channel TO-252-2 MOSFETs ROHS"                                                                          
R104       B57235S0100M000             TopLayer    RES-TH_L9.5-W6.0-P5.00-D0.6        6963.587      3287.402      180      "Inrush Current Limiter 10 Ohms ±20% 3A 0.374" (9.50mm)"                                                                             
P6         DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    7008.268      3537.327      180      "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
U24        LM5146QRGYTQ1               TopLayer    FP-RGY0020B-MFG                    5334.646      2189.961      90       "Automotive 100-V synchronous buck DC/DC controller with wide duty-cycle range 20-VQFN -40 to 150"                                   
U42        SN74HC00DR                  TopLayer    D0014A_L                           6197.542      2212.314      270      "4-ch, 2-input, 2-V to 6-V 5.2 mA drive strength NAND gate 14-SOIC -40 to 85"                                                        
U40        LM393DR2G                   TopLayer    SOIC-8_150mil                      6574.409      2215.551      0        "IC COMPARATOR DUAL OFFSET LV 8SOIC"                                                                                                 
U36        AM26LS31CDRG4               TopLayer    SOIC-16_150mil                     4089.567      2778.000      270      "4/0 Driver - RS422, RS485 16-SOIC"                                                                                                  
R159       B57235S0100M000             TopLayer    RES-TH_L9.5-W6.0-P5.00-D0.6        7352.367      3287.402      180      "Inrush Current Limiter 10 Ohms ±20% 3A 0.374" (9.50mm)"                                                                             
P10        DB2ERC-5.08-2P-GN           TopLayer    CONN-TH_2P-P5.08_DB2ERC-5.08-2P    8030.082      2817.408      90       "320V 20A 2 Bend -40?~+105? 1 5.08mm 1x2P Green Board Edge/Receptacle-Close Push-Pull,P=5.08mm Pluggable System Terminal Block ROHS" 
L5         "68uH ±20%"                 TopLayer    INDP126126X68N                     5418.307      2997.047      90       "3A 68uH ±20% 64.8mO SMD Inductors (SMD) ROHS"                                                                                       
K2         VCF4-1000                   TopLayer    VCF41000                           6961.713      2632.874      90       "RELAY SOCKET, 5 PIN, THROUGH HOLE; Available until stocks are exhausted Alternative available"                                      
D50        "85V TVS"                   TopLayer    SMB(DO-214AA)_S1                   7834.646      2918.307      90       "4.4A 137V 94.4V 85V DO-214AA Electrostatic and Surge Protection (TVS/ESD) ROHS"                                                     
D46        "85V TVS"                   TopLayer    SMB(DO-214AA)_S1                   6422.244      3179.134      180      "4.4A 137V 94.4V 85V DO-214AA Electrostatic and Surge Protection (TVS/ESD) ROHS"                                                     
D45        SS210                       TopLayer    SMA(DO-214AC)_S1                   6687.992      3266.732      90       "100V 2A 850mV @ 2A SMA(DO-214AC) Schottky Barrier Diodes (SBD) ROHS"                                                                
P11        321040SG0ABK00A01           TopLayer    IDC-TH_40P-P2.54_321040SG0ABK00A01 3991.732      1214.764      0        "2.54mm Straight Gold Brass 20 Push - Pull 2.54mm 2 Straight,P=2.54mm IDC Connectors ROHS"                                           
R174_TR2   "10KO ±1%"                  TopLayer    0402_R                             3720.741      802.958       180      "Chip resistor"                                                                                                                      
R174_TR1   "10KO ±1%"                  TopLayer    0402_R                             4462.445      728.780       180      "Chip resistor"                                                                                                                      
P20        C9135                       TopLayer    61200821621                        6771.653      1536.051      270      "Male Box Header WR-BHD, THT, Vertical, pitch 2.54 mm, 8 pins"                                                                       
R172       "4.7KO ±1%"                 TopLayer    0402_R                             6545.777      1428.963      90       "Chip resistor"                                                                                                                      
R171       "4.7KO ±1%"                 TopLayer    0402_R                             6545.777      1601.343      90       "Chip resistor"                                                                                                                      
R170       "4.7KO ±1%"                 TopLayer    0402_R                             6545.777      1773.723      90       "Chip resistor"                                                                                                                      
R169       "10KO ±1%"                  TopLayer    0402_R                             6567.238      544.039       90       "Chip resistor"                                                                                                                      
R168       "10KO ±1%"                  TopLayer    0402_R                             6685.831      544.039       90       "Chip resistor"                                                                                                                      
R166       "10KO ±1%"                  TopLayer    0402_R                             6897.080      1009.161      90       "Chip resistor"                                                                                                                      
R98        "10KO ±1%"                  TopLayer    0603_R                             7007.874      1825.787      90       "Chip resistor"                                                                                                                      
Q12        2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   6770.585      1005.839      0        "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
R89_RL2    "10KO ±1%"                  TopLayer    0402_R                             3618.809      472.866       180      "Chip resistor"                                                                                                                      
R89_RL1    "10KO ±1%"                  TopLayer    0402_R                             2879.026      472.547       0        "Chip resistor"                                                                                                                      
Q11        2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   3085.630      1968.504      90       "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
TP61       TESTPOINT                   BottomLayer TP/SMT                             1445.366      699.244       90       "Test Point"                                                                                                                         
TP60       TESTPOINT                   BottomLayer TP/SMT                             2362.205      900.591       90       "Test Point"                                                                                                                         
TP59       TESTPOINT                   BottomLayer TP/SMT                             1496.063      841.535       90       "Test Point"                                                                                                                         
TP58       TESTPOINT                   BottomLayer TP/SMT                             2990.145      1450.828      90       "Test Point"                                                                                                                         
TP57       TESTPOINT                   BottomLayer TP/SMT                             1958.661      610.236       90       "Test Point"                                                                                                                         
TP56       TESTPOINT                   BottomLayer TP/SMT                             2916.309      1500.984      90       "Test Point"                                                                                                                         
TP55       TESTPOINT                   BottomLayer TP/SMT                             2627.953      1131.890      90       "Test Point"                                                                                                                         
TP54       TESTPOINT                   BottomLayer TP/SMT                             1924.213      1087.598      90       "Test Point"                                                                                                                         
TP50       TESTPOINT                   BottomLayer TP/SMT                             2045.987      1530.512      90       "Test Point"                                                                                                                         
TP43       TESTPOINT                   BottomLayer TP/SMT                             2682.087      659.449       90       "Test Point"                                                                                                                         
TP42       TESTPOINT                   BottomLayer TP/SMT                             1938.976      565.945       90       "Test Point"                                                                                                                         
TP40       TESTPOINT                   BottomLayer TP/SMT                             1378.263      919.126       90       "Test Point"                                                                                                                         
TP39       TESTPOINT                   BottomLayer TP/SMT                             1734.169      954.724       90       "Test Point"                                                                                                                         
TP38       TESTPOINT                   BottomLayer TP/SMT                             1531.661      367.945       90       "Test Point"                                                                                                                         
TP37       TESTPOINT                   BottomLayer TP/SMT                             1660.246      738.189       90       "Test Point"                                                                                                                         
TP36       TESTPOINT                   BottomLayer TP/SMT                             1486.027      900.054       90       "Test Point"                                                                                                                         
TP35       TESTPOINT                   BottomLayer TP/SMT                             2302.660      1098.591      90       "Test Point"                                                                                                                         
TP34       TESTPOINT                   BottomLayer TP/SMT                             2316.034      429.299       90       "Test Point"                                                                                                                         
TP33       TESTPOINT                   BottomLayer TP/SMT                             3705.709      1053.150      90       "Test Point"                                                                                                                         
TP32       TESTPOINT                   BottomLayer TP/SMT                             1103.032      1219.740      90       "Test Point"                                                                                                                         
TP31       TESTPOINT                   BottomLayer TP/SMT                             821.728       1307.906      90       "Test Point"                                                                                                                         
TP28       TESTPOINT                   BottomLayer TP/SMT                             2997.706      472.866       90       "Test Point"                                                                                                                         
TP22       TESTPOINT                   BottomLayer TP/SMT                             1524.220      1215.556      90       "Test Point"                                                                                                                         
TP21       TESTPOINT                   BottomLayer TP/SMT                             1545.276      1264.764      90       "Test Point"                                                                                                                         
TP20       TESTPOINT                   BottomLayer TP/SMT                             1555.118      2062.008      90       "Test Point"                                                                                                                         
TP19       TESTPOINT                   BottomLayer TP/SMT                             2563.976      447.835       90       "Test Point"                                                                                                                         
TP18       TESTPOINT                   BottomLayer TP/SMT                             1471.457      1633.858      90       "Test Point"                                                                                                                         
TP17       TESTPOINT                   BottomLayer TP/SMT                             931.268       1476.378      90       "Test Point"                                                                                                                         
TP16       TESTPOINT                   BottomLayer TP/SMT                             2098.095      549.449       90       "Test Point"                                                                                                                         
TP13       TESTPOINT                   BottomLayer TP/SMT                             1692.913      442.913       90       "Test Point"                                                                                                                         
TP11       TESTPOINT                   BottomLayer TP/SMT                             1797.441      639.764       90       "Test Point"                                                                                                                         
TP9        TESTPOINT                   BottomLayer TP/SMT                             2181.102      1354.499      90       "Test Point"                                                                                                                         
TP7        TESTPOINT                   BottomLayer TP/SMT                             2750.984      1697.835      90       "Test Point"                                                                                                                         
TP6        TESTPOINT                   BottomLayer TP/SMT                             1605.209      1755.740      90       "Test Point"                                                                                                                         
TP5        TESTPOINT                   BottomLayer TP/SMT                             1165.189      1973.425      90       "Test Point"                                                                                                                         
TP4        TESTPOINT                   BottomLayer TP/SMT                             2183.191      1594.488      90       "Test Point"                                                                                                                         
TP3        TESTPOINT                   BottomLayer TP/SMT                             1450.090      2319.063      90       "Test Point"                                                                                                                         
TP2        TESTPOINT                   BottomLayer TP/SMT                             2632.874      964.567       90       "Test Point"                                                                                                                         
TP1        TESTPOINT                   BottomLayer TP/SMT                             2672.027      1550.197      90       "Test Point"                                                                                                                         
U23        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6387.614      763.216       90       "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
R165       "510O ±1%"                  TopLayer    0402_R                             6448.644      544.039       90       "Chip resistor"                                                                                                                      
R164       "4.7KO ±1%"                 TopLayer    0402_R                             6312.959      956.535       0        "Chip resistor"                                                                                                                      
C73        100nF                       TopLayer    0402_C                             6401.662      954.625       180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
U20        CBMuD1201LAS8               TopLayer    SOIC-8_150mil                      5009.842      1628.937      180      "Dual Channel Isolator"                                                                                                              
R112       "200O ±1%"                  TopLayer    0402_R                             5142.380      1467.685      90       "Chip resistor"                                                                                                                      
R110       "200O ±1%"                  TopLayer    0402_R                             5142.611      1732.000      270      "Chip resistor"                                                                                                                      
C71        100nF                       TopLayer    0402_C                             5142.717      1555.118      270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C70        100nF                       TopLayer    0402_C                             5142.717      1641.732      270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
R105_RL2   "4.7KO ±1%"                 TopLayer    0402_R                             3492.126      974.409       180      "Chip resistor"                                                                                                                      
R105_RL1   "4.7KO ±1%"                 TopLayer    0402_R                             2982.623      967.993       180      "Chip resistor"                                                                                                                      
R33_TR2    "4.7KO ±1%"                 TopLayer    0402_R                             4496.063      974.409       180      "Chip resistor"                                                                                                                      
R33_TR1    "4.7KO ±1%"                 TopLayer    0402_R                             3996.063      974.409       180      "Chip resistor"                                                                                                                      
Q10_RL2    2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   3226.378      694.212       90       "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
Q10_RL1    2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   3084.177      690.740       90       "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
Q9_TR2     2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   3651.574      694.212       90       "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
Q9_TR1     2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   3509.842      694.212       90       "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
D43_RL2    "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                3499.016      866.142       270      "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D43_RL1    "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                2987.545      863.859       270      "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D15_TR2    "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                4502.953      871.063       270      "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D15_TR1    "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                4000.984      871.063       270      "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
S1         SS-12D11G5R                 TopLayer    SW_500SSP1S1M6QEA                  7982.283      1077.756      270      "Shrouded 5A SPDT 125V 125V 5A 10000? Black Plugin Slide Switches ROHS"                                                              
J12        KH-PCB-6P6C                 TopLayer    RJ11-TH_DS1133-S60BPX              8087.020      447.835       180      "RJ45 RJReceptacle No 1 Shrouded Without LED -45?~+85? Plugin Ethernet Connectors/Modular Connectors (RJ45 RJ11) ROHS"               
U2_DR      EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        5295.276      1624.016      90       "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
R77_MIS    "10KO ±1%"                  TopLayer    0402_R                             4980.315      957.677       90       "Chip resistor"                                                                                                                      
R77_COO    "10KO ±1%"                  TopLayer    0402_R                             4724.409      549.213       90       "Chip resistor"                                                                                                                      
R77_AO3    "10KO ±1%"                  TopLayer    0402_R                             4022.077      1427.166      0        "Chip resistor"                                                                                                                      
R77_AO2    "10KO ±1%"                  TopLayer    0402_R                             3759.176      1427.166      0        "Chip resistor"                                                                                                                      
R77_AO1    "10KO ±1%"                  TopLayer    0402_R                             3233.374      1427.166      0        "Chip resistor"                                                                                                                      
R77_AO0    "10KO ±1%"                  TopLayer    0402_R                             2990.472      1427.165      0        "Chip resistor"                                                                                                                      
R39_TR2    "1.5KO ±1%"                 TopLayer    0402_R                             3720.209      857.242       0        "Chip resistor"                                                                                                                      
R39_TR1    "1.5KO ±1%"                 TopLayer    0402_R                             4082.677      728.346       180      "Chip resistor"                                                                                                                      
R23_DR     "1KO ±1%"                   TopLayer    0603_R                             5275.591      1377.953      90       "Chip resistor"                                                                                                                      
R22_DR     "4.7KO ±1%"                 TopLayer    0402_R                             5216.535      1840.551      180      "Chip resistor"                                                                                                                      
K1_TR2     TLP3109A(TP,F               TopLayer    FP-11-7C1S-MFG                     4276.575      605.315       270      "Relay SSR 10mA 1.8V DC-IN 3A 100V DC-OUT 6-Pin 11-7C1S Emboss T/R"                                                                  
K1_TR1     TLP3109A(TP,F               TopLayer    FP-11-7C1S-MFG                     3894.291      606.299       270      "Relay SSR 10mA 1.8V DC-IN 3A 100V DC-OUT 6-Pin 11-7C1S Emboss T/R"                                                                  
C107_N3    100nF                       TopLayer    0402_C                             4561.669      1845.472      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C107_N2    100nF                       TopLayer    0402_C                             4068.191      1845.473      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C107_N1    100nF                       TopLayer    0402_C                             3574.713      1845.473      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C3_DR      100nF                       TopLayer    0402_C                             5349.409      1840.551      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C53        22uF                        TopLayer    0805_C                             5752.953      925.197       180      "25V 22uF X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C52        22uF                        TopLayer    0805_C                             5752.953      831.693       180      "25V 22uF X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
U16        TPS54331DR                  TopLayer    SOIC-8_150mil                      5462.599      1117.514      90       "Switching Voltage Regulators 3A 28V In Step Down SWIFT DC/DC Cnvrtr"                                                                
U10        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6574.965      763.216       270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U8         EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6765.138      763.216       270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U2_MC2     EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        1107.284      3494.095      0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U2_MC1     EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        1107.284      3312.008      0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U2_CY      EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        1107.283      3676.181      0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
R57        "1.91KO ±1%"                TopLayer    0603_R                             5575.197      1333.661      180      "Chip resistor"                                                                                                                      
R56        "47KO ±1%"                  TopLayer    0603_R                             5275.787      1250.000      270      "Chip resistor"                                                                                                                      
R55        "10KO ±1%"                  TopLayer    0603_R                             5388.779      1333.661      180      "Chip resistor"                                                                                                                      
R40        "220O ±1%"                  TopLayer    0402_R                             6626.534      544.039       90       "Chip resistor"                                                                                                                      
R37        "220O ±1%"                  TopLayer    0402_R                             6954.993      1009.441      270      "Chip resistor"                                                                                                                      
R36        "220O ±1%"                  TopLayer    0402_R                             6745.128      544.039       270      "Chip resistor"                                                                                                                      
R23_MC2    "1KO ±1%"                   TopLayer    0603_R                             895.669       3513.780      90       "Chip resistor"                                                                                                                      
R23_MC1    "1KO ±1%"                   TopLayer    0603_R                             895.669       3331.693      90       "Chip resistor"                                                                                                                      
R23_CY     "1KO ±1%"                   TopLayer    0603_R                             895.669       3695.866      90       "Chip resistor"                                                                                                                      
R22_MC2    "4.7KO ±1%"                 TopLayer    0402_R                             1343.504      3548.229      0        "Chip resistor"                                                                                                                      
R22_MC1    "4.7KO ±1%"                 TopLayer    0402_R                             1343.504      3366.142      0        "Chip resistor"                                                                                                                      
R22_CY     "4.7KO ±1%"                 TopLayer    0402_R                             1343.504      3730.315      0        "Chip resistor"                                                                                                                      
